c0,c1,cluster,user_id
-1.0915724,-2.4114313,16,820
2.0778883,-0.48914626,11,821
0.7033815,0.06983401,23,822
0.49019223,1.0213041,7,823
-1.0782069,-2.2887216,16,824
-1.4319645,-1.4597542,16,825
-0.17385346,-1.4172487,12,826
2.079625,-0.40679705,11,827
2.2842185,-0.8460754,13,828
2.3744483,-0.9019127,13,829
2.40394,-0.76188165,13,830
0.013931103,-2.340254,12,831
-0.17529881,-1.4364767,12,832
0.17429838,-2.9112365,0,833
1.5819247,-0.5890695,5,834
0.9461181,-0.19140941,23,835
2.2032256,-0.93564177,13,836
-1.681776,0.6223447,18,837
0.32595935,-2.0045106,12,838
-0.22081915,2.0067272,10,839
-1.2977978,3.229101,20,840
-1.2086412,-2.4776902,16,841
-1.1055121,-3.2062964,22,842
-2.2270663,0.28608456,18,843
-1.6776507,0.070933476,18,844
-1.9113239,1.5319806,24,845
-1.2109488,2.785283,20,846
1.8151914,-0.01207746,5,847
-0.94069475,-2.3048413,16,848
-1.1577312,-2.365845,16,849
0.19346654,-2.868219,0,850
-1.3418275,-1.4311129,16,851
-0.1722055,-1.3579301,12,852
-1.221952,-2.405169,16,853
-1.2731013,-1.5846417,16,854
-1.3335451,-1.433949,16,855
-1.4218068,-1.4817691,16,856
2.0599046,-0.61551225,11,857
0.013582543,-2.2108,12,858
-1.2937284,-2.4898357,16,859
2.0764759,-1.0379715,11,860
0.6495457,0.52282757,23,861
-1.3416946,-1.39279,16,862
0.48137522,1.3584101,7,863
0.97077036,-0.35425618,23,864
1.7775551,-0.7081967,11,865
-0.7717996,1.5343872,10,866
0.63003194,-0.27189094,23,867
-1.2238115,-2.4486525,16,868
-0.16485071,-1.3559561,12,869
1.9507277,-0.6031816,11,870
0.3383084,-2.0463674,12,871
-0.46056286,-2.157455,12,872
-0.9617862,-2.3116376,16,873
-1.1761863,3.1847894,20,874
0.94719183,-0.4082626,23,875
-1.1001251,-2.3118055,16,876
-0.83559495,2.2570672,20,877
-1.1073062,-3.2434924,22,878
0.0016928352,-2.2564237,12,879
-1.1151304,2.974755,20,880
0.42343366,1.5598874,7,881
0.21578476,1.9393159,7,882
0.14862093,-2.936274,0,883
0.1780099,0.09080988,23,884
0.89209837,-0.44577682,23,885
-0.43400067,-1.9014665,12,886
-0.17121786,-1.3583263,12,887
0.15372676,-2.940519,0,888
0.13830796,1.7889768,7,889
-0.78252244,-0.8078003,16,890
-0.4822609,-2.4229743,12,891
0.35730675,-1.9386084,12,892
-1.3098896,-2.48515,16,893
-1.2217433,-2.403866,16,894
-1.1154855,-3.1490006,22,895
0.17358473,-2.9653723,0,896
-0.19022265,-1.4058096,12,897
-1.352852,-1.4120034,16,898
0.42626175,1.0105692,7,899
1.793427,-0.00838775,5,900
-0.88691825,-2.2973528,16,901
-0.6834476,1.1128954,10,902
1.9221689,0.02649545,5,903
-1.1886345,-2.4688358,16,904
-0.508557,0.3162001,7,905
0.4674675,-0.2825209,23,906
0.6414692,-0.27558982,23,907
-2.1149385,1.0291803,18,908
1.8957791,-0.0803691,5,909
-1.1094122,-1.3513478,16,910
0.5593975,-0.21807592,23,911
-1.2443756,-2.378113,16,912
-1.2993717,3.2300112,20,913
-1.096668,-2.5210223,16,914
-1.1977277,3.0860033,20,915
-1.1886486,-2.4747503,16,916
-1.090283,-3.0897944,22,917
-0.86531925,2.616829,20,918
-1.6839155,0.4711925,18,919
-1.2559057,-2.4033225,16,920
-1.2055994,-2.4153671,16,921
0.36111858,-1.9416778,12,922
-1.13626,-1.5555805,16,923
0.19175264,-2.868421,0,924
-1.2076228,-2.4603045,16,925
0.7824283,0.19215356,23,926
-1.0089017,-2.4565964,16,927
-1.6134564,0.55324274,18,928
-2.2035718,0.71469206,18,929
-0.13059056,-1.4104091,12,930
-1.1069813,-3.2068388,22,931
0.3164577,1.5665373,7,932
-0.8252186,-0.7551083,16,933
-1.2596766,-1.4141335,16,934
-1.2237254,-2.450757,16,935
0.35226774,-0.30656448,23,936
2.3587372,-0.90206486,13,937
1.9500604,-0.4375082,11,938
1.6230446,-0.09940033,5,939
-2.0320215,1.5417225,24,940
0.7025813,0.071083255,23,941
0.20345941,-2.9523103,0,942
0.14691749,1.6841311,7,943
0.15390831,0.23974176,23,944
-2.141407,0.6337551,18,945
-1.2235745,-2.4531848,16,946
-0.14194651,-1.4572395,12,947
1.7702246,-0.59921736,11,948
-1.1140664,-3.2054641,22,949
-0.23156253,-1.3476269,12,950
-2.1350865,1.1134769,18,951
-1.1986672,3.0831828,20,952
0.1528241,-2.9383848,0,953
0.34380752,-1.9403652,12,954
-0.88281196,-2.30424,16,955
1.8800002,-0.081850365,5,956
1.787155,-0.7145507,11,957
-1.0889132,-3.1116142,22,958
-2.0824323,1.6894878,24,959
-1.1143167,-3.2440429,22,960
-0.94232434,2.5039437,20,961
-0.16791788,-1.4002762,12,962
0.698534,0.14921004,23,963
-1.2450696,-1.5412787,16,964
0.009006485,-2.2079391,12,965
-1.0934262,-3.0873318,22,966
-2.1060057,1.245481,18,967
0.18278944,-2.863484,0,968
-1.187526,-2.4863107,16,969
-1.240584,-2.4301105,16,970
0.9772308,-0.35645494,23,971
0.14917994,-2.9353218,0,972
-1.4260436,-1.4715184,16,973
-0.1602557,-1.3901227,12,974
-0.70024014,-0.6569099,16,975
-1.8808229,1.0552624,18,976
0.39282537,0.780866,23,977
1.6784197,-0.848371,5,978
0.35481495,-1.9475572,12,979
2.0460024,-0.6275659,11,980
-0.023231987,-2.103534,12,981
-1.2401222,-2.4312756,16,982
-1.1762679,3.1878738,20,983
-1.4428053,-1.3995383,16,984
0.13810381,-2.7839773,12,985
-1.4266723,-1.4699072,16,986
-0.15955663,-1.3683373,12,987
0.378971,-0.31656265,23,988
-1.8498929,1.4137882,18,989
-1.2402666,-2.4308228,16,990
1.8110096,-0.009446105,5,991
-0.969288,-2.3061292,16,992
-1.1077693,-3.2008805,22,993
-1.0366958,-3.0231822,22,994
0.31913817,1.1189008,7,995
-1.7127022,0.17487107,18,996
-0.13457671,-1.4664584,12,997
1.761804,-0.60045785,11,998
1.8759154,-0.07785861,5,999
